[0328/083454:ERROR:tcp_socket_win.cc(335)] bind() returned an error: Only one usage of each socket address (protocol/network address/port) is normally permitted. (0x2740)
[0328/083454:ERROR:devtools_http_handler.cc(229)] Cannot start http server for devtools. Stop devtools.
[0404/172417:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected identifier", source: https://sp.analytics.yahoo.com/sp.pl?a=10001942155268&jsonp=YAHOO.ywa.I13N.handleJSONResponse&d=Wed%2C%2004%20Apr%202018%2015%3A24%3A16%20GMT&n=-2d&b=Altium%20Designer%20Documentation%20%7C%20Online%20Documentation%20for%20Altium%20Products&.yp=429165&f=https%3A%2F%2Fwww.altium.com%2Fdocumentation%2F18.0%2Fdisplay%2FADES%2FAltium%2BDesigner%2BDocumentation&enc=UTF-8 (1)
[0404/172419:INFO:CONSOLE(108)] "Uncaught TypeError: Cannot read property 'top' of null", source: https://www.altium.com/documentation/sites/all/modules/custom/wikimenu/js/wikimenu.js?p6nv4m (108)
[0404/172420:INFO:CONSOLE(25)] "[Facebook Pixel] - Multiple pixels with conflicting versions were detected on this page.", source: https://connect.facebook.net/en_US/fbevents.js (25)
[0404/172420:ERROR:webrtcsession.cc(1388)] ConnectDataChannel called when data_channel_ is NULL.
[0404/172420:WARNING:mediasession.cc(376)] Duplicate id found. Reassigning from 101 to 127
[0404/172420:WARNING:p2ptransportchannel.cc(487)] Jingle:Port[0A98A278:data:1:0:local:Net[any:0.0.0.x/0:Unknown]]: SetOption(5, 0) failed: 0
[0404/172420:WARNING:p2ptransportchannel.cc(487)] Jingle:Port[0A98A9B0:data:1:0:local:Net[any:0:0:0:x:x:x:x:x/0:Unknown]]: SetOption(5, 0) failed: 0
[0406/170549:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/170554:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202436:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202441:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202446:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202451:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202456:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202501:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202506:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202511:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202516:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202521:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202526:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202531:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202536:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202541:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202546:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202551:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202556:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202601:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202606:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202611:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202616:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202621:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202626:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202631:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202636:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202641:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202646:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202651:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202656:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202701:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202706:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202711:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202716:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202721:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202726:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202731:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202736:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202741:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202746:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202751:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202756:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202801:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202806:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202811:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202816:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202821:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202826:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202831:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202836:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202841:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202846:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202851:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202856:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202901:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202906:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202911:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202916:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202921:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202926:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202931:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202936:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202941:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202946:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202951:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/202956:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203001:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203007:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203012:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203017:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203022:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203027:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203032:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203037:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203042:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203047:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203052:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203057:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203102:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203107:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203112:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203117:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203122:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203127:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203132:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203137:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203142:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203147:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203152:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203157:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203202:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203207:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203212:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203217:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203222:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203227:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203232:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203237:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203242:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203247:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203252:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203257:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203302:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203307:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203312:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203317:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203322:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203327:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203332:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203337:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203342:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203347:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203352:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203357:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203402:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0406/203407:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
